uen,registration_year,primary_ssic_code,postal_code
53376274W,2018,78,670155
201915365K,2019,70,049908
201726753C,2017,47,079903
201931532Z,2019,79,228149
201830030E,2018,70,049319
53368737C,2017,71,298130
53375569K,2018,77,600261
201705460E,2017,46,369977
201811611W,2018,50,079024
201933583G,2019,47,228149
201838572C,2018,70,079024
201939787W,2019,47,360015
201707710W,2017,46,409051
201905481H,2019,64,179803
53396257M,2019,82,419737
53395756K,2019,71,650532
201936948W,2019,56,820651
201932625K,2019,86,797415
53361826J,2017,49,797530
53357818C,2017,49,348975
201904057C,2019,62,534045
53375544A,2018,52,540144
201821248M,2018,62,187966
201719896K,2017,46,822615
201826722R,2018,64,359565
201931578R,2019,64,079903
201931565K,2019,63,079903
201705597N,2017,70,478927
53399897B,2019,47,667981
201915338E,2019,46,208346
201906475R,2019,46,680011
201907191K,2019,47,730341
201921590R,2019,46,338729
201839367K,2018,72,038986
201920298D,2019,46,059413
201802546N,2018,86,359224
201811276K,2018,64,307470
201838405K,2018,86,307470
201813118N,2018,72,408868
201817239K,2018,46,408861
201732440E,2017,86,198784
53377835B,2018,49,530532
201731203C,2017,79,398008
201838324K,2018,63,188778
201703298H,2017,61,339407
201723026E,2017,62,188979
53388679A,2018,85,519723
201806206E,2018,61,049712
201711490R,2017,86,217562
201943132M,2019,49,787602
201814940W,2018,72,117525
201923684N,2019,46,058357
201828238N,2018,47,049319
201828196N,2018,43,627607
201840724R,2018,71,050336
53403657X,2019,47,532980
53402213L,2019,96,058595
201708521H,2017,64,048616
201709187H,2017,46,207495
201916804M,2019,64,544817
201710821Z,2017,64,089690
201801574N,2018,52,089763
201932086K,2019,47,079903
53403763A,2019,85,570290
201927383E,2019,46,416175
53393168A,2019,32,229768
53406142K,2019,96,650164
201728973H,2017,64,058727
201736439R,2017,52,573960
201811820H,2018,46,228796
53406181L,2019,49,792469
201829503C,2018,79,419715
201931878Z,2019,46,079903
201708994H,2017,47,189650
201816323K,2018,46,179098
201901261H,2019,64,189720
201731968N,2017,41,415937
201904748C,2019,46,339779
53372051J,2017,46,437370
201916313C,2019,64,449269
201721040M,2017,85,408571
201918395W,2019,64,408868
201834201M,2018,64,637243
53403094K,2019,49,760367
201939478M,2019,50,039192
201841535G,2018,94,188727
201927037C,2019,64,051531
201822980N,2018,46,367954
201935051G,2019,46,079903
201926867Z,2019,70,659442
201733167Z,2017,52,018989
53371937B,2017,95,568047
201706230N,2017,64,068914
T17LL1693D,2017,96,189051
201736305Z,2017,93,127445
201812517E,2018,70,339407
201729809G,2017,70,179094
201829515R,2018,64,068912
201930483D,2019,64,544817
201828293R,2018,46,058456
201927958H,2019,62,608526
201721528G,2017,46,069534
201822188E,2018,70,573969
201720763R,2017,46,038987
201800376K,2018,70,641667
53403231A,2019,70,455952
53388124B,2018,46,791430
201706182E,2017,46,528595
53403828W,2019,47,188867
201711729H,2017,59,079903
53364198E,2017,47,560628
53356931A,2017,88,058357
201842972Z,2018,46,049513
53363611J,2017,96,058357
53382866W,2018,47,823103
T19LL0378J,2019,88,457046
201919941N,2019,32,069533
201715614M,2017,50,048547
201908787G,2019,70,079903
53354641M,2017,47,272012
53372057E,2017,14,437844
53361001W,2017,47,821120
53377850J,2018,49,670251
53391528K,2018,96,188735
201932134Z,2019,62,608526
201938596N,2019,72,068804
53366701A,2017,42,339510
201927853Z,2019,72,048616
201831404E,2018,63,068896
201827641M,2018,64,068898
201907170N,2019,70,059294
201938584Z,2019,62,409051
201801467Z,2018,46,408830
201904888G,2019,62,058416
201818723C,2018,70,079027
201913684R,2019,85,049712
201919334G,2019,70,737853
201723259E,2017,70,049712
53407052C,2019,62,179804
201705962Z,2017,70,248373
201724700M,2017,64,268802
201921404K,2019,95,417818
201902455E,2019,77,417818
201732525H,2017,64,417818
201735075H,2017,46,417818
201839592D,2018,64,417818
201818452E,2018,68,069907
53354827J,2017,49,510581
201715110R,2017,70,530962
53391915X,2019,46,159546
201813377H,2018,61,427447
53382711J,2018,77,510478
53377877L,2018,49,588176
201734804H,2017,63,079024
201922918R,2019,58,079024
201727382G,2017,64,068602
201727099M,2017,47,529773
201940399E,2019,70,486047
53388870X,2018,47,650409
201905707R,2019,64,308900
53357006M,2017,71,762675
53385340X,2018,47,820111
201841040M,2018,62,415875
201706667G,2017,46,271030
201907671W,2019,46,629021
53395491J,2019,86,449027
201826158M,2018,72,608578
201736003N,2017,70,069113
201807082K,2018,62,069534
53371234C,2017,46,454855
53382346C,2018,32,569880
53388419E,2018,96,533971
201731558D,2017,62,049406
201702988C,2017,46,828790
T19LL0039A,2019,85,575570
201701025E,2017,70,049908
53386044W,2018,74,600267
201841353C,2018,62,068809
201922596W,2019,62,200808
201816628H,2018,70,408868
201919092W,2019,64,048623
201812362E,2018,56,038983
201709716R,2017,62,308900
201926521Z,2019,62,608526
201801780M,2018,46,079903
201724521Z,2017,72,068898
201813774N,2018,70,179094
201803263Z,2018,86,457267
201726543Z,2017,93,769201
53393758B,2019,70,555465
201913531E,2019,62,068914
201832673H,2018,73,730737
201915729C,2019,46,179098
201933292E,2019,62,179433
201807054N,2018,70,098512
201815653R,2018,62,049909
201916430H,2019,62,079903
201813257H,2018,70,139951
201737145W,2017,70,640931
T19LL0931G,2019,73,120423
201730295C,2017,64,048616
201914688R,2019,66,408533
201802487C,2018,70,568049
201828874H,2018,62,138565
53362252B,2017,62,466281
201814838W,2018,64,079903
201803762C,2018,73,568049
201923969G,2019,70,049319
201923638N,2019,62,597590
201841312Z,2018,62,577203
201812159Z,2018,62,038987
201826888M,2018,58,068914
201943558C,2019,73,570128
201808243R,2018,62,049319
201805879W,2018,46,208787
53393046D,2019,73,820130
201908086N,2019,62,169874
201819595Z,2018,70,051531
53371770A,2017,74,680003
53402327D,2019,62,760746
T17LL1800H,2017,70,768142
201800338C,2018,47,388398
53378297W,2018,47,767989
201831454H,2018,62,049712
201807852H,2018,62,079903
201729928R,2017,62,189720
201935569Z,2019,62,069533
53388028M,2018,74,448909
201842910C,2018,62,049422
201927013M,2019,61,469991
201909985K,2019,62,058607
201734836H,2017,70,128021
201733964D,2017,62,408564
201733474D,2017,62,409051
201838235Z,2018,46,159546
201842830M,2018,73,669850
201808126H,2018,73,049712
201838164M,2018,58,179094
201723585D,2017,46,179098
201929749K,2019,62,038987
201827813E,2018,62,048542
201932954C,2019,64,048542
201834364R,2018,62,543217
201803097M,2018,46,409051
53390691A,2018,18,415934
201727487R,2017,58,068913
201712596M,2017,62,358890
201715891K,2017,58,139660
201936879M,2019,46,079903
201835746G,2018,62,408705
201735033R,2017,62,658064
201732899E,2017,62,050531
53369868E,2017,47,307989
201908561G,2019,62,048616
201913794D,2019,70,018961
53377163C,2018,85,608526
201839526W,2018,73,069535
201805200D,2018,62,168976
T17LL0789H,2017,74,048545
201733202D,2017,63,069113
201904505H,2019,63,069113
201903499R,2019,62,198689
53391123X,2018,73,510573
201822799R,2018,62,189721
201919387D,2019,62,049712
201910603N,2019,46,608526
201735371H,2017,46,791413
201918486K,2019,62,159919
201933425W,2019,73,048581
201840106E,2018,62,689672
201928263C,2019,63,409051
201823769N,2018,62,188778
201939701K,2019,64,439966
201810280C,2018,70,068737
201901446G,2019,64,049319
201917875H,2019,59,069534
201730363R,2017,46,048580
201706970G,2017,64,048545
201931838H,2019,82,079903
201941002G,2019,62,409051
201942319R,2019,47,310236
201822415G,2018,62,079903
201836917E,2018,63,117439
201828475C,2018,62,409051
201927606Z,2019,62,608526
201730267E,2017,62,079903
201931411H,2019,62,179803
201923429D,2019,62,049705
201725319C,2017,85,228208
201933282M,2019,63,068914
201709647K,2017,62,179098
201821623K,2018,66,609966
201735522E,2017,56,130021
201940974M,2019,70,079903
201910958R,2019,62,049422
201704790K,2017,62,119002
53361056K,2017,46,650211
201824489M,2018,62,409051
53380759W,2018,85,680704
201912877H,2019,47,339407
201918733W,2019,64,068902
201918627N,2019,71,169208
201829487M,2018,62,018936
201911063Z,2019,64,420001
201913583K,2019,62,319516
201730509N,2017,62,188216
201913326W,2019,66,049712
201924800N,2019,62,188735
201832619W,2018,62,049712
201915042H,2019,70,139955
201912272G,2019,62,417938
201723993M,2017,63,678949
53406939L,2019,62,536565
201931101M,2019,62,048619
T17LL1937H,2017,62,597086
53401333C,2019,47,179105
201929248G,2019,63,239732
201927371K,2019,64,239732
201923127W,2019,62,189352
201835650Z,2018,62,048619
201920783H,2019,66,169876
53378711D,2018,63,437986
53403455A,2019,85,768159
201720960M,2017,62,128381
201931127D,2019,70,339263
201817000E,2018,72,179098
201818977W,2018,63,059676
201708005N,2017,62,179098
201832008G,2018,62,068898
T18LL1029D,2018,47,573969
201917319D,2019,62,189720
201933384H,2019,62,068914
201726629N,2017,62,079903
201927362H,2019,62,320121
201926616R,2019,62,608526
53401266C,2019,62,098735
201931480G,2019,62,573969
201900904K,2019,62,179098
201905432R,2019,62,348609
201820069D,2018,62,415875
201942262H,2019,73,049319
53392487A,2019,73,510606
53380578C,2018,73,542327
201712389D,2017,63,079903
53374357E,2017,90,018983
201911849R,2019,63,570183
201915131Z,2019,73,824167
201723820R,2017,73,307640
201942608R,2019,59,408555
201732189K,2017,47,510218
201900035H,2019,74,510751
201943060N,2019,70,189650
201712566N,2017,62,048581
201709087N,2017,72,238307
201930585Z,2019,62,068914
201921658G,2019,62,189352
53399243E,2019,70,369546
201837204N,2018,70,048580
201704352D,2017,70,349353
201936999M,2019,64,048616
201902510N,2019,70,239924
201825885D,2018,62,049483
201929343G,2019,64,048621
201901303H,2019,70,049319
201843160E,2018,62,049909
201801318M,2018,70,079909
201929225H,2019,73,534963
201833094N,2018,62,822310
53374269B,2017,62,537475
201714427M,2017,85,079903
201835121Z,2018,70,179098
201930231H,2019,47,049908
201920232C,2019,62,079903
201927786R,2019,64,049908
201914478N,2019,64,608526
201902367E,2019,64,608526
201921083D,2019,62,049422
201908528M,2019,68,049910
201902372D,2019,64,068808
201801556K,2018,62,038986
201840027G,2018,47,189721
201915302C,2019,70,049422
201813291N,2018,62,049315
201729917M,2017,70,018981
201707001N,2017,62,248373
53392930W,2019,47,536560
201916050R,2019,62,530680
53371879A,2017,62,528811
201936809D,2019,46,427447
201733179N,2017,85,048583
201933285E,2019,62,179433
201817332H,2018,46,339154
201911791W,2019,70,049422
201800260W,2018,94,051531
201839363G,2018,46,079903
201722811W,2017,72,169874
201812108E,2018,73,608526
201911338Z,2019,46,049712
T19LL0126K,2019,47,680678
201905129R,2019,62,608526
201822400Z,2018,62,239351
201728799K,2017,62,608526
201800700N,2018,70,307640
201825037E,2018,62,089764
201935231K,2019,66,018936
201839970N,2018,64,576151
201717412N,2017,62,678272
201728781K,2017,70,079903
201819964H,2018,63,277450
201711966R,2017,18,308900
201709881E,2017,70,470140
201823063G,2018,62,079903
201835304R,2018,86,328498
201926496H,2019,47,533867
201912318K,2019,73,049422
201823553G,2018,62,079903
201804855M,2018,62,188655
53400727M,2019,62,079903
201807098H,2018,70,408533
201722490K,2017,62,573969
201834179N,2018,64,409051
201907586K,2019,70,259785
201936476C,2019,62,068805
201931808K,2019,62,048545
201730188G,2017,63,049317
201807686C,2018,62,051531
201801343R,2018,72,408868
201834092H,2018,62,408726
201938467M,2019,62,486015
201917979G,2019,64,088443
201823120W,2018,62,139950
201936113H,2019,47,159552
201917710D,2019,62,038987
201825274M,2018,70,079903
201822101G,2018,70,048616
201802385E,2018,62,179098
201901757N,2019,47,188504
53390716X,2018,71,641686
53380070J,2018,70,238333
201910661H,2019,62,049710
201900375D,2019,62,018965
201840032E,2018,62,018965
201901514C,2019,62,520284
201912898E,2019,62,189649
201918360E,2019,70,079903
201737280H,2017,46,408868
201803218K,2018,52,199591
201904841Z,2019,70,051531
201916638E,2019,62,068914
53391077C,2018,73,560577
201717158G,2017,46,613337
201909650N,2019,62,278543
201805857K,2018,62,608526
53390860D,2018,62,738084
201837647R,2018,74,169201
201724450M,2017,62,059817
201906348R,2019,66,059817
201724269N,2017,52,059817
201713056E,2017,62,059817
T19LL0230H,2019,70,479258
201932656Z,2019,66,068914
201720863K,2017,46,069534
53394079J,2019,96,339696
201714612N,2017,41,758118
201719273E,2017,62,079903
201932539M,2019,62,320003
201842457R,2018,64,068809
201818282N,2018,66,409051
201814232E,2018,68,049712
201826310D,2018,71,189721
201701581K,2017,74,189721
201803811C,2018,74,189721
201835484M,2018,74,573969
53378878A,2018,74,179805
201826277C,2018,68,408538
201941484H,2019,46,129741
201925848H,2019,68,179803
53374763E,2017,49,640470
201723692W,2017,46,079903
201718275K,2017,64,179803
201930838M,2019,46,218297
53404071C,2019,96,408727
201809422E,2018,71,608781
201921597M,2019,32,179098
201842453M,2018,61,049705
201907658H,2019,86,398007
53358099D,2017,49,760314
53374444W,2017,56,737855
201704462K,2017,70,079903
53382861M,2018,56,821233
201702482D,2017,46,048623
201814949R,2018,47,276432
53389581B,2018,49,510737
201820028C,2018,70,608526
201716699E,2017,70,589630
201823292D,2018,56,079903
201812774W,2018,56,210009
201916381H,2019,62,079903
53373659E,2017,47,680219
T18LL2045K,2018,74,460098
201930582G,2019,25,768159
201725621K,2017,52,737855
T18LL0457L,2018,85,529482
201734663E,2017,46,428766
53395786M,2019,74,228719
201933550R,2019,43,388645
201803634K,2018,59,828755
53392978D,2019,46,142043
201803523M,2018,46,179803
201837720H,2018,46,408729
201936739G,2019,31,079903
201912690H,2019,46,079903
53402023B,2019,47,824618
201813182W,2018,62,059818
53353769W,2017,49,520207
201722911M,2017,62,180271
53405981C,2019,49,540134
201724948Z,2017,86,576148
201842476K,2018,43,729488
53405741A,2019,49,760238
201915902H,2019,56,730515
53407263A,2019,46,823310
201706095R,2017,56,738725
53365470W,2017,49,530527
201815527G,2018,46,079903
201922367C,2019,64,068914
201905275K,2019,46,069436
53361318C,2017,49,300001
201717517D,2017,62,347805
201841700D,2018,62,118256
201928716D,2019,56,297853
53403937E,2019,47,821661
201828443C,2018,56,437903
201831069W,2018,62,408571
53386133X,2018,74,669570
201822413E,2018,46,048616
53390956B,2018,46,757087
53387168M,2018,56,760409
201714234D,2017,43,310195
201912668W,2019,71,409051
53388977D,2018,46,824301
201839340H,2018,56,068805
201835901K,2018,47,440082
201733873K,2017,47,120727
201733685R,2017,47,460539
201831727G,2018,82,546444
201729517N,2017,41,757087
53407537A,2019,53,644517
201822488H,2018,46,110009
201906806R,2019,56,310099
53392323M,2019,93,670535
201917881W,2019,46,310080
201717492R,2017,71,417841
201932781W,2019,56,310099
201818061H,2018,56,388258
201937273R,2019,47,460539
53398174C,2019,47,550263
201912174N,2019,56,521519
201728518H,2017,01,669569
201727836Z,2017,64,669569
201727858G,2017,46,669569
201839098R,2018,56,506892
201941281G,2019,56,439444
201707746C,2017,29,738734
201837789D,2018,64,169876
53355742M,2017,85,560555
201831068G,2018,95,199018
53385838X,2018,56,460084
201736833H,2017,46,737788
201833770G,2018,70,229723
53354568D,2017,49,732628
T17LL0521F,2017,46,387458
53403209E,2019,78,590005
201836604R,2018,56,536208
53401788J,2019,46,545086
T18LL0308B,2018,46,609966
201905270R,2019,71,050531
201822992H,2018,56,059108
201935945H,2019,41,367998
201821562R,2018,64,079903
53406169M,2019,82,737856
201822519E,2018,47,737856
201716397Z,2017,47,436607
201721527R,2017,70,349315
53391975D,2019,49,600056
53379052B,2018,43,684686
201842326M,2018,32,729938
201924721R,2019,46,608586
201801379Z,2018,68,159471
201843101Z,2018,62,608526
201917481Z,2019,70,311139
201721948K,2017,81,179098
201736053W,2017,56,162119
201933941M,2019,35,408564
201823963W,2018,70,049319
201922841D,2019,22,409051
53384030M,2018,43,560615
201709160G,2017,85,119613
201932271M,2019,46,415875
201837639E,2018,47,189721
201714706Z,2017,46,737853
201736805M,2017,46,068811
201703475Z,2017,46,669569
201923752H,2019,62,669569
53387707E,2018,46,757022
201925030M,2019,66,339510
201724624G,2017,46,369977
201905238M,2019,64,068914
201827322N,2018,64,068914
201903446Z,2019,64,068898
201840351D,2018,56,068602
201727846M,2017,56,534057
201922327K,2019,56,537846
201905760R,2019,56,338729
201905976D,2019,56,338729
201826502C,2018,62,079903
53397256J,2019,95,560306
201826086N,2018,43,229664
53357470J,2017,62,540196
53398623X,2019,49,387510
53382015D,2018,85,370033
53373426J,2017,58,048834
201823549Z,2018,62,189352
53388545X,2018,14,179804
201905920N,2019,47,530806
T17LL1742G,2017,62,308900
201835749Z,2018,93,689670
53376665J,2018,59,169874
201822256Z,2018,62,068914
53404629X,2019,96,510445
53402770M,2019,96,510445
201941537M,2019,70,051531
201926105Z,2019,72,627615
201705428C,2017,43,150123
201822493G,2018,62,079903
T19LL1713J,2019,46,426450
201928969H,2019,64,159557
201731214E,2017,64,088486
201904070K,2019,70,078878
201708563C,2017,85,188725
201825855E,2018,96,530683
201912602R,2019,62,409051
201923448W,2019,46,217656
53372898C,2017,85,821663
53368579J,2017,49,523491
201706271R,2017,70,079903
201816732K,2018,64,189721
201824023M,2018,62,189721
201832035M,2018,62,189352
201921901K,2019,46,439872
201925484W,2019,62,608526
201920510W,2019,64,089126
201808154E,2018,62,569951
201938262H,2019,43,069113
53393314E,2019,79,079903
53399093M,2019,31,757322
201909641M,2019,47,520289
201908967K,2019,62,079903
201819838Z,2018,41,757087
53365351K,2017,47,737853
53361573M,2017,56,640739
201832681Z,2018,82,370036
201912101M,2019,52,408830
201719297N,2017,63,369977
201931580C,2019,63,456442
201708210C,2017,73,408868
201904956C,2019,46,308900
T17LL1970A,2017,85,530833
201702769W,2017,78,437844
201718294E,2017,78,369546
201910764R,2019,63,729908
53375225J,2017,46,768089
201902553W,2019,35,179098
201736191C,2017,41,329802
201910992C,2019,46,369977
201918867N,2019,73,609966
201838445C,2018,64,068898
201838458G,2018,82,068898
201721680K,2017,78,417943
201730388R,2017,62,737855
53399926W,2019,43,307605
201800728G,2018,46,179098
201709438Z,2017,73,409051
