postal_code,X_coord,Y_coord
160110,27263.20494,29133.50376
69720,29409.86946,29202.89293
680209,18506.73531,40531.62874
750488,26123.12456,48520.6621
760788,28073.43933,44759.64504
461022,37848.35885,34164.23561
760285,28674.80012,46846.74825
667978,20350.60527,38442.29917
822268,35120.26686,42848.74054
486769,43626.8663,35656.90728
528837,40023.27841,35792.41698
188968,30285.67681,31260.03828
670237,21025.47643,40060.60416
419278,36268.03718,33906.83889
640419,16187.15376,37005.17773
510181,42161.82173,38494.03827
569554,31019.05934,39505.39972
307964,28957.37179,33234.71476
530922,33586.75169,39817.71264
417818,36039.66528,35323.93616
329984,29473.0099,34352.36197
650405,18215.62365,38644.98192
560408,30367.00969,38238.57706
409837,35191.66906,33520.01436
228307,28641.34701,32333.31377
681297,17870.31523,39880.43102
328863,30230.49806,34037.10397
760787,27860.22327,44756.47278
468893,39335.63283,33027.2442
610347,15411.11308,35851.53175
467202,40162.87874,33149.29043
139952,22827.16351,31076.35793
440063,36449.24519,31636.28642
730136,21816.29503,46667.87158
609079,17300.61082,34825.01606
329023,31581.25514,34196.35715
461042,38292.77594,34466.85494
277084,22289.99715,33200.09569
329838,29638.96653,34270.39481
510702,39601.48325,40244.81614
139953,22760.24269,31093.70687
209016,30956.48316,32925.38123
650319,18339.95968,38161.84073
530204,33750.25528,37876.89124
238840,28991.59931,31441.38573
574408,27747.89951,37457.7224
427416,35391.19939,32855.93337
510441,41894.90539,39027.85908
519492,41421.74634,39584.36359
639220,7200.842314,34356.50075
367904,33436.38746,35109.69077
680614,18062.82748,42548.63061
654293,19315.8128,36351.21808
527201,41414.7186,37225.04851
269264,23796.65747,33371.99856
680483,17365.22294,39759.28996
792403,32413.78263,41191.05342
619486,14061.37467,32782.42863
328778,30207.27029,34292.71231
160116,27258.93404,29317.37144
416884,36621.2299,33944.94637
437157,34835.39289,32989.43591
68893,29783.68372,29079.78481
310083,29632.99193,35330.16189
757512,23482.68429,48187.59541
259738,26960.4995,33596.24603
659920,19768.67619,37138.14144
139535,NA,NA
520206,41247.13455,36997.08192
68911,29806.23573,29116.31024
769474,27045.07678,47164.89346
805248,32537.92401,40217.31626
469598,40821.46324,34342.63499
545297,33230.00291,38882.96351
732185,21654.04405,46395.31326
228461,29554.5134,31413.76171
787082,28661.4474,40785.91664
348741,32342.05935,34504.9047
600038,17924.79924,33710.53527
600281,18328.55425,35784.51913
570216,29769.7622,37606.09464
619730,15992.70948,32766.95976
542279,34640.2282,40817.81668
248922,26024.07809,30933.00967
162025,27205.91485,29544.71145
48979,29935.71995,29597.39212
823172,36807.98959,41926.83521
39393,30375.44626,30530.18912
266220,24585.37296,32929.47262
160020,27523.86749,30058.67864
614339,15628.89924,35658.74815
788912,28399.8181,41117.58477
319074,31085.27597,35236.81869
768013,29249.62443,46360.45777
530158,33249.22696,37083.0755
198768,31009.64711,31786.94186
208566,31189.9027,32461.0963
469662,38993.91704,34350.40599
208577,31256.933,32508.7606
159837,26303.872,29388.69691
760927,28491.08775,45490.5258
370070,34089.93991,34159.01529
762677,29040.20839,44874.03126
460084,39784.44471,34887.50664
330007,31167.69342,33229.39774
730555,23824.4179,45999.9844
310116,29427.16613,35848.19967
99310,26965.66085,28719.4974
569499,31430.39788,39274.66706
238993,28765.80396,30487.99809
229721,28318.7937,32260.96945
550266,32246.13817,37259.02853
767954,27291.86442,47586.92192
271011,23631.23489,32374.08641
680353,17992.92154,40455.40007
820134,36553.75469,41583.03008
238591,29025.56138,30966.76855
650209,18587.10413,36402.95388
689673,18220.49734,41058.41322
18961,29945.00547,28974.25294
609927,18561.32761,34387.37319
398376,33930.77714,32665.9153
768121,29733.5136,44316.44152
680703,18274.87765,41470.53533
729499,18112.91006,43892.93516
670466,21320.60634,40986.70567
462219,39155.76767,34184.35622
560473,30618.32476,38345.09339
730215,21183.10994,47694.7007
510506,40411.64703,39886.13621
249720,27402.23066,32058.38665
668291,19799.80116,39812.76168
730671,24155.81195,46749.45003
530356,35288.74557,39399.99119
732005,21532.37157,46862.8599
68895,29724.40021,28982.72779
410638,35914.50223,34850.08733
729911,19868.34546,43280.29001
228453,29648.30036,31449.27929
217664,30545.01686,33112.4963
536986,33772.96514,35642.57806
69693,29391.34582,29295.87799
757743,23989.31939,48489.57912
760332,29129.32911,45799.38712
543298,35530.16658,42018.0584
530524,34387.60265,39563.8991
760234,28512.01709,46229.04166
189767,30569.81405,30839.67059
389728,34391.66794,33469.03971
822619,36649.56227,42749.13787
650374,18809.55825,37784.52358
760712,27383.78747,45510.15371
427441,35400.91811,32784.9683
528532,37699.34911,39922.05326
730788,24489.3233,47212.89079
531004,32803.94472,36930.67063
560151,28873.56425,39855.23054
636996,5587.780828,32955.4453
669619,19744.29975,37692.39108
639503,7975.12128,34499.09516
109704,24699.4704,29406.6573
339914,31215.02801,32958.34755
761508,28693.64661,44064.91506
400301,35638.30845,34766.34381
560639,29017.14349,40209.73419
300001,29021.11335,34200.4396
347803,32899.53622,34406.54614
659554,19116.33673,36215.59448
408788,34948.54878,35286.04594
787130,27449.93685,40061.82772
350117,31305.54898,35354.54108
570185,30131.64089,36875.35066
68811,29538.91165,28677.75373
600413,18499.00386,33530.40327
650182,18039.95905,36411.3319
610154,15587.07179,34372.46968
468088,39398.9918,33122.31478
530423,34750.49912,39564.56427
730413,21262.33145,45501.67925
600101,17479.66873,35465.60321
640441,15431.54751,37048.71695
530438,34658.78365,40002.69609
510722,39526.23169,40325.72195
117438,24196.7375,28599.21564
470610,36780.35053,34784.15467
556744,31405.68667,37187.55059
530688,33812.69278,39794.55818
510227,42294.38566,39298.05295
310020,30658.41183,35239.42071
528792,42245.05578,36780.84539
680410,17783.98289,40288.54112
272003,23930.34574,32337.40313
824301,36024.96557,42922.38022
570181,30176.80178,36806.36084
279844,23258.63565,34822.52669
349570,33001.36162,34125.47358
730613,23938.95864,46237.36608
560128,29138.29791,39205.15888
543268,34970.94333,40746.11361
520939,40010.68127,36693.05422
760298,28195.09432,46389.27598
390052,33755.18442,32553.05183
117602,21589.24499,30770.63522
520503,40440.3264,37543.64961
389836,33068.25629,34144.75822
207629,30767.28713,32124.72163
128445,19204.03062,32557.44378
823308,35317.70616,43315.87387
460522,38423.59752,34763.67151
388410,33356.8652,33387.96813
640641,12757.6139,35870.21109
117867,22125.4866,29504.69866
310206,29467.9394,36051.87251
370071,34085.13814,34127.95807
739542,19452.54224,46077.95654
824268,35238.10281,42796.92448
589627,22688.42485,35184.44243
651452,17901.05095,37195.24883
530126,33830.69184,37148.33597
761511,28904.75293,44162.26247
540338,34269.36498,42345.17715
544305,34007.41595,41217.84353
207224,30661.38306,32516.35602
649929,14524.30762,36092.13074
427623,35847.25703,32253.21455
399936,33983.76073,32077.63881
730852,23444.38624,46785.04013
310143,29187.7656,35340.82363
388431,33259.59828,33116.87781
640906,11519.14649,35931.36401
683485,17500.1492,39643.996
550152,32373.10549,39041.01506
99011,25763.70584,26411.93058
380119,33869.38861,33598.72295
730310,21618.75158,45759.20664
544988,34717.45535,40289.39804
541213,35443.81777,40862.13993
550526,32392.19944,39309.91728
822224,34683.15443,42632.56836
387383,32889.26608,33396.09424
409497,35399.71874,34041.49391
590017,21237.78848,35770.45366
792469,32937.38161,41971.84682
730214,21144.30977,47624.29528
793403,32408.87189,41138.75652
271008,23649.02299,32093.23902
679524,21589.87005,39206.74437
731889,23548.79135,46583.89612
677815,21389.9229,39379.21534
119613,21606.14878,30521.22743
322101,31090.40397,33520.8905
618690,14976.14835,35056.25492
510520,40401.66038,39492.99641
757741,23950.59907,48466.38298
761510,28833.30021,44060.90346
140182,24844.20375,30862.36659
640922,11979.76727,35707.71548
509066,43286.38193,38938.6013
569552,31221.15594,39519.91564
640936,11955.56151,36080.31775
388611,33004.53138,32873.25329
520855,39350.0663,37298.80238
600023,17529.84739,33900.60247
637067,7418.921835,32474.72237
461040,38368.86841,34252.84865
279683,23350.55906,34312.08972
487048,40562.67698,34886.80742
518134,40492.36548,38955.73413
207406,30238.15837,32061.87228
510195,42103.37253,38715.07122
670165,20410.75584,39870.80898
530451,34966.33352,40090.37303
427483,35471.28164,32691.01245
547978,32789.85168,37828.35235
460037,39855.58531,33795.49088
90020,26720.1576,28820.40111
648333,13801.89699,35711.72266
688198,17525.04619,39558.02049
59223,29193.14579,29578.44176
258748,25816.50092,33871.4044
680675,18281.57992,42579.47937
643987,12616.74491,35422.58309
560416,30424.42449,38509.61596
650241,19233.32443,37000.78981
828757,35623.05251,43142.55689
610328,15678.23466,35424.0476
120520,19798.96394,32163.39455
349557,32613.01961,34447.16904
347796,32979.98664,34437.3758
370057,33939.22466,34106.73262
760703,27502.83775,45701.75193
561455,30693.38864,38911.23254
426737,35706.82342,33049.31837
570509,29805.25544,36738.51225
191465,31314.17163,31950.60569
80018,28678.73971,28487.07098
469026,37279.77187,34642.14304
670402,20739.0535,40253.53229
670148,20529.61515,39767.72068
69542,29641.3099,29022.48776
342106,32211.88434,35092.91765
760367,29313.48303,45702.53493
409575,35004.125,33951.86154
797501,32265.98434,41106.69144
329425,29107.8412,34461.06447
544702,34870.49991,41255.58864
160044,27218.34476,30135.48955
79909,29439.31479,28623.04096
545365,32940.86818,38910.55169
730627,24423.50533,46133.07151
788816,28522.43494,41177.1952
640559,15266.57649,37407.98339
207653,30569.59815,32331.33773
588176,21654.9072,35993.68981
460209,38878.6249,34097.22042
530641,33201.60758,39254.30007
208815,30417.86663,31949.40923
768061,29637.76916,44515.26646
653438,17548.90163,37759.6246
370055,34127.60978,33997.89107
416167,35523.21063,35338.29023
419709,35308.5731,33243.52305
753590,27265.75384,47952.86508
258332,27402.46736,32270.96618
487572,41300.4204,35570.68775
760446,29317.75799,44977.2002
791436,32807.52645,41638.03003
210044,29898.53543,33088.1162
120518,19722.70887,32281.696
248648,27071.26158,31629.24645
308133,29480.98766,33532.80809
670471,21275.61964,41135.83827
218135,30591.8614,32805.87461
546938,32789.13015,38438.42711
357905,31923.2961,35399.36769
257877,27188.22996,33591.66086
139949,22851.38622,30752.34831
542338,34283.63745,42379.24925
730362,22650.14653,46160.59897
440045,36807.21954,31876.19358
159086,25910.4318,30332.90915
534963,33348.99622,36686.63971
238868,27799.64212,32021.76751
427601,35745.90929,32298.52224
468031,40184.87382,34643.70729
539182,34709.80488,37864.45122
257720,26421.57051,32309.71274
733782,24677.2609,47703.10576
271003,23917.89161,32280.62054
85601,28876.22281,28717.68072
520467,41504.55385,38004.26512
319582,29473.60381,35556.92714
266816,23186.37825,33599.46188
730758,23786.11864,47494.02951
318995,29513.36187,36195.51034
768434,27685.83071,46938.02169
207563,31010.02849,32654.50439
760454,29324.79006,44633.08785
733688,25104.83186,47230.4221
38985,30745.37659,30764.66474
128424,18877.29803,32799.76144
218165,30721.36878,33047.53897
730426,21318.94884,45428.5548
120346,20959.39703,33254.60561
209006,30938.10065,32864.2275
188381,30366.6719,30971.06745
768062,29613.26053,44517.9792
140059,23968.1585,31153.03627
160028,27430.74925,30034.82254
678024,19111.82995,42111.81757
821325,35211.62883,43933.94707
550534,32591.76597,39579.65068
637613,5183.333007,31290.94268
129742,20791.28335,30568.71826
160132,27441.94976,29021.88085
729148,18225.17187,44130.29596
460137,39372.83421,34561.09507
207660,30532.68205,32359.34672
207485,30138.70531,32061.33945
327981,31429.35648,34345.79478
90008,26444.44109,28917.6467
140025,24258.16429,31140.36095
640474,15854.55272,36691.51349
89537,29091.2255,28989.36251
544633,34616.28919,42216.23188
520346,42384.30869,37038.92193
550508,32723.35249,39317.50724
821306,36021.14729,43104.21501
644275,13490.79974,37306.41239
530123,33891.66246,37275.81152
600409,18435.03681,33420.04883
680402,17552.27939,40130.92977
540350,33914.46851,41639.63678
751364,26028.54689,47350.82151
797526,32915.62105,40655.2405
760160,28002.88899,46014.6397
188867,30405.73162,31435.5197
387508,33358.33111,32997.19121
160107,27047.25111,29143.3838
200816,31107.88143,32141.72867
540193,35636.84497,41687.39866
330057,31987.42905,33975.63193
319001,30011.57963,36142.82356
640839,12358.65242,36192.11331
460112,39376.05557,34806.3967
530212,34123.2481,37954.49632
410648,36035.29171,34946.20673
200639,30435.60158,32229.9701
637783,4921.540767,32362.12535
530022,34360.04328,38481.34185
730737,23938.6016,47260.16862
209445,30117.68096,32046.98734
640633,13088.99671,36156.88095
150080,26382.19988,30024.70734
650370,18650.52469,38002.86011
670401,20812.14468,40280.29582
400304,35557.69016,34640.78855
638901,6429.237888,33569.83921
619336,15646.53503,32323.40691
120712,20047.53455,31923.12394
428771,35783.56526,31938.85448
150059,25889.19357,30134.2627
58766,29400.55576,29488.07709
680012,19358.85684,40159.81384
757784,24136.67069,48420.2641
330028,31329.09245,33440.4981
637223,5907.79063,33191.81123
520274,40991.97045,36713.9845
670450,21224.072,40719.71841
610115,15907.38621,35096.32612
670510,20840.27451,41058.15161
542319,34359.80505,41479.22863
151126,26952.81122,29650.75706
436923,32234.77908,30924.65047
409052,34368.12711,34504.41403
757012,26148.56241,47107.63869
760162,27897.54433,46085.50295
640528,15050.10484,36716.37809
560529,30463.56075,39372.30782
608561,16621.69368,33140.708
209513,30270.89223,31966.50819
530542,34502.53984,39881.92033
423492,35134.37888,33114.3998
120359,20937.08478,32864.98135
560121,29134.84748,39080.60803
120503,19819.41623,32671.41187
680295,17722.5259,40016.35755
680432,17818.89159,40732.62656
560129,28972.70855,39101.54521
822670,36898.68978,43019.27593
671550,20653.15783,41226.57245
500003,45225.1334,41286.43038
328168,31391.95136,33881.93043
734889,23410.72167,46608.10681
140028,24280.57334,31211.85898
470631,37083.81961,35017.52691
330030,31420.08491,33507.40166
824316,35065.94252,43402.79707
531364,35062.04385,39180.52313
218746,30185.01566,32476.65726
520354,42376.30348,37439.58916
310150,29246.18096,35108.70975
519641,41157.46916,39492.94541
437053,34952.56307,32023.23687
248328,27555.6578,30825.47969
425303,36479.7706,32543.94092
400313,35854.91849,34586.35567
569626,30709.50649,38074.13431
510409,41455.50507,39436.06406
389321,33025.31467,32735.92403
732687,25089.17226,47061.89529
560254,28152.3691,39135.65048
467302,40318.32848,33281.26174
541299,35713.75146,42014.89997
218084,30302.8659,32438.24004
437874,34046.02651,31046.63305
276954,21827.73709,32969.9897
400347,35391.28045,34210.49278
542116,35682.9261,40446.79076
436887,33543.39417,31103.08505
370038,33871.85709,34464.35699
821258,34974.26321,42850.60454
182269,30242.26704,31412.36548
430003,35129.37162,32667.01684
380038,32552.2434,33367.81092
640928,11966.14102,35898.00694
760302,28707.35222,45751.47317
730653,24184.46662,46641.28319
530113,34163.95424,37296.37495
768427,27770.96042,46819.26856
368363,33508.49872,35582.88808
117627,22549.80989,29335.52315
649806,14806.64543,35962.87728
188425,30356.76474,31533.58791
728656,18864.93849,46118.04936
509504,42618.28332,40251.46393
534410,34499.18518,35560.09547
200813,31204.28133,32179.8709
730612,23928.58674,46309.61407
510710,39609.40687,40437.82899
829675,35881.71665,44087.58536
389838,33157.16026,34235.83589
609517,16396.48299,36513.86769
140049,25205.94551,30711.87145
199461,30910.82275,31597.46171
757712,27089.02392,46444.33347
419857,36664.66933,33477.25974
247971,26067.7794,31101.0573
469988,39717.6686,32627.74659
530707,34175.414,38701.82797
239497,28131.35764,30385.04127
248926,25644.48313,31124.34661
823665,37029.8438,42595.49777
423670,35782.15923,32495.55489
439967,35473.14848,31610.69254
520426,40754.93095,37960.69009
460043,40049.90831,33755.1001
536212,33803.25528,36243.00904
427357,35181.83079,33082.83874
469297,40524.56783,33844.29703
640738,13224.91461,36477.65801
520408,40458.7122,37872.63374
575625,28464.6204,37598.6041
100051,25420.99965,28444.17141
338520,31530.73443,33715.88051
762504,29169.14861,44391.25093
486847,42467.88964,36291.05726
642657,13256.55418,35349.69221
540248,35248.97223,41567.78752
487586,41286.34252,35634.00792
48943,29914.38242,29408.03682
577200,28866.33459,36922.35305
760345,29196.5803,45579.12897
640913,11780.50766,36005.54597
188067,30411.24075,31301.6442
310119,29265.22609,35697.41517
640627,13039.51004,36013.90277
169878,28696.69635,29836.78218
89389,28520.20379,28773.10221
536204,33870.27398,36117.37542
209851,31156.62999,32568.12532
530244,34524.64875,37794.3555
820649,37080.64141,42125.17858
239519,28756.11028,31320.83758
640618,13219.0221,35968.11506
469425,40899.97067,34658.57111
597593,21499.70261,33245.81312
120445,20274.65972,32850.22638
737769,24290.45695,46005.19421
368025,33884.31318,35514.91036
455153,38873.9116,33230.96129
229572,27857.49089,32217.14392
570230,29354.93834,37780.26639
680818,18597.11357,40000.81397
58607,29124.47082,29545.08257
542336,34205.50625,42158.31863
320110,30866.88781,33814.33248
547464,33434.4995,38203.45173
417060,36490.418,33556.25942
100069,25439.77431,28673.06653
648365,12851.38496,36957.41488
737711,25454.08728,47225.78244
731693,24704.77513,46718.71607
529230,41069.07832,37593.52852
670448,21186.66531,40627.74515
574409,27490.09084,37637.47488
575630,28249.97111,37254.93875
238960,28932.25981,30692.80322
590019,21387.09118,35791.8635
159964,24289.01756,30112.16801
270020,22983.33635,32579.35065
188733,30448.11061,31125.37218
409179,34542.46639,33718.24084
349316,33054.51502,34624.38079
574418,27428.12262,39307.43285
730358,22497.68386,46154.91713
537500,32820.6883,36320.09215
598192,21078.47246,35230.15314
426049,36409.55917,33109.98391
417943,36607.70171,35429.93715
388714,32866.68386,32834.34504
528616,39968.74646,38012.79654
640470,15517.89368,36694.56874
440034,36770.32118,31831.89657
430011,35046.76521,33013.52118
165008,27664.42995,29937.31495
416188,35857.91845,35328.46019
257489,28002.82307,33043.41021
640712,12762.08744,36032.36373
486444,43122.27143,34876.32014
732683,24609.27922,46963.72475
822103,35942.16938,42179.65929
228796,28824.41607,31594.35546
416601,37453.09727,34397.99958
218949,30129.02661,32997.98111
640932,11901.5183,35990.11293
389488,33880.36106,32890.36666
612140,15786.5721,34389.65418
760717,27419.73379,45277.96695
437436,31737.17784,31050.75479
597894,21077.33693,36211.62889
58267,29292.93162,30025.02282
560207,29060.48558,38651.05298
560508,29748.37669,39532.24875
440067,36489.75095,31865.92253
418302,37296.65248,33806.19179
510543,41151.7884,39008.87839
510501,40595.97342,39769.57139
440053,37244.84298,31940.43023
640636,12926.09282,36045.30357
420001,35242.66329,33135.3523
437050,34925.92004,32235.78912
670435,20975.3041,40886.8433
751463,25855.1795,48578.20716
542335,34139.85496,42273.13472
400302,35531.73549,34693.1231
520825,39069.80787,36839.68589
109025,25161.9272,28329.5701
540156,36247.42396,41447.37685
589486,22130.94071,35598.34421
457402,38420.82564,32491.32912
122312,20336.21847,33548.35542
486006,43040.58653,35492.56778
530677,33675.71253,39238.05633
587972,21322.91361,36598.79627
400327,35865.87172,34348.01261
238839,29307.52378,31463.66729
738959,25450.09445,48555.72405
189683,30515.89869,30974.17622
239535,28645.61882,31195.34241
562310,29216.53958,38521.25802
640260,14057.11236,36359.50534
389835,33125.01348,34124.1885
486126,43487.67682,35552.48274
557633,31480.26199,38908.69971
168733,28108.18356,29700.18101
730859,23620.75278,46840.37823
570023,28278.79383,37382.95752
640613,13237.37218,35772.25833
544896,33681.90824,38111.30234
641671,13425.85649,36243.75209
728654,19645.01429,43491.66218
466127,40904.15265,33364.17214
822121,36426.9951,41666.32185
150008,25167.58865,30109.71479
738322,25309.40571,47805.31447
298100,27019.35323,33873.97315
330044,31706.4622,33834.34982
637127,5669.845383,32776.4037
737787,22729.90349,45565.79044
794430,32972.81909,41858.42154
520414,40601.29163,37986.90846
88756,28966.03424,29367.75931
424366,36098.62622,32747.4327
465411,40963.77934,34433.55359
370072,34079.24841,34087.32908
164020,27176.96168,29783.35692
792446,32451.96518,41520.06492
423953,36290.84108,32395.7243
673547,20816.94183,41163.12113
520389,41860.52148,37447.61405
520434,41164.81232,37923.89506
380116,33940.89309,33722.21814
388265,33574.84681,33179.82886
360014,33178.88138,35361.80174
730897,23621.3339,46465.42989
142091,24227.0909,31453.42885
683815,18444.7311,39810.41146
611140,15737.7061,34398.01722
169586,27640.17497,30209.88596
163127,27634.6487,29329.80081
680236,18528.44057,40198.70711
542322,34519.74452,41473.15215
58960,29128.04789,29478.91675
555519,31009.19303,37493.68731
189649,30146.3738,31608.22912
820261,35067.26837,43029.10035
528881,40063.1968,35591.07212
88835,28990.46947,29164.71011
510230,42209.24536,39396.77885
339263,31444.41928,32751.11301
419897,36944.8853,33490.87767
321106,30379.40825,34521.71521
277239,22167.52638,33394.07185
757700,24132.22768,48488.01096
120511,19886.13386,32514.18253
358551,31393.66925,36669.50779
329928,30137.60783,33727.68327
269525,24580.74063,33909.55541
550537,32418.05057,39540.07472
640860,12803.92785,36774.80995
468480,40658.83939,33824.32991
208282,30331.25873,32266.3748
787562,27594.30502,40801.05021
824107,36311.86241,42014.55567
650341,18633.82754,38317.6791
560114,28322.98318,39398.39698
670483,21190.06253,41191.74771
338735,31128.195,32710.75701
238011,28821.71686,30592.79635
650411,18284.69806,38462.93961
400322,35958.92183,34459.49229
808881,32569.77604,40770.11207
381002,32294.10959,32892.07271
641653,12788.97704,35452.59588
808387,32500.46862,40526.92686
640448,15322.25454,37193.05171
822313,35659.2618,43562.75329
248669,27036.06875,31456.37913
648331,13758.56761,35720.5406
416758,36199.13472,34049.85874
728687,18107.18321,43589.65632
570109,29632.78574,36542.3594
739929,19665.93973,44027.10541
652453,17913.90658,37125.41865
120304,20381.14797,33686.30781
730172,21787.17708,46188.76566
169658,28885.63649,30224.01094
821217,34866.6164,42760.66092
610329,15816.7497,35515.41753
544178,36613.64604,41218.73029
819643,45312.02685,37495.90719
479245,38749.54663,35600.04467
550512,32666.08304,39280.4247
209687,30124.63433,31916.59095
540196,35770.90613,41638.44691
619930,14807.22594,35155.74439
159096,25679.25532,30392.05927
229832,29612.75442,32120.11587
486119,41393.89671,34938.9745
542211,35280.23869,40781.52037
180232,30229.04589,31024.95554
117604,21725.45594,30749.6702
560440,30336.26027,38718.1804
199313,30946.99493,31818.88391
680676,18303.57775,42642.47695
89260,28935.73348,29111.12694
18989,30138.52931,29418.40836
150125,24625.76619,29817.55108
358013,31852.96687,36570.41961
150046,25705.97078,29944.01892
730206,21328.64288,47451.40078
640729,12918.43677,36505.01491
541327,34153.57462,41905.94216
760328,29083.7326,45723.27652
523872,38940.23284,37481.61232
809041,32710.66942,40610.39167
98497,28559.38222,25468.06086
229495,28722.78674,32712.44836
523491,41506.45144,38280.33571
640471,15629.60564,36735.44441
120308,20609.43058,33700.81765
570505,29707.58338,36781.61126
536205,33884.50799,36154.67974
518154,42073.93585,39855.03976
259760,25877.36106,33868.94667
787058,28824.02934,40819.16954
249002,26987.61516,30609.26598
118525,23942.78158,28998.17951
179938,29820.70416,30749.11466
600122,17284.32906,35319.27761
349246,32729.5511,33903.08511
538752,33333.34659,37055.45769
208568,31202.21399,32469.47599
627608,13163.00123,35117.57398
369522,33963.94561,35332.60621
563588,30264.97375,39315.69035
828732,36862.75588,42088.57499
348528,32496.4635,34592.90763
637248,5356.174484,33419.49372
520429,40959.38373,37906.621
98643,26078.25009,27634.58157
609263,19158.5333,31373.89666
560338,29743.7051,38438.17846
639298,7624.744669,34298.61347
169877,28771.31958,29910.8943
659527,18929.66339,36127.34612
648691,12985.00448,37123.36089
550115,32146.41333,38906.54872
368361,33712.25289,35550.01538
347846,32029.6212,34529.63604
387381,32737.50368,33473.42352
423762,36437.99294,33317.16109
318996,29428.92954,36155.531
639311,7608.285545,34218.13411
822678,36404.49942,43067.63833
510773,39466.57062,39642.88323
330060,31990.7816,33896.39129
757402,28536.16831,49008.35193
670108,20644.85357,39953.27828
487064,41356.27715,34115.89979
398371,33857.30875,32700.36399
119366,23178.75859,29032.94008
427554,35688.30895,32436.28328
238061,29061.40703,30700.94434
159012,26336.00613,30469.387
640502,15203.57435,36957.38833
575570,27783.25488,38617.67078
556135,32191.80235,36788.44214
769473,27050.70314,47211.1146
149596,24076.48223,31916.09184
388380,33354.69432,33109.17352
198702,30876.46084,31685.1783
159361,25307.54741,29694.79582
670475,21246.95453,41208.22073
470762,39241.24001,35378.15389
486117,43001.48535,34641.68875
520215,41337.64878,37417.75571
791410,32743.26513,41330.52297
427451,35415.92906,32762.90775
792416,33251.73844,41378.35576
167026,27096.78146,29393.49705
760450,29191.04356,44868.0688
329852,29470.70805,34257.73662
310221,30632.3435,36085.82695
424786,36616.83484,32241.7836
530649,33253.97703,39374.84791
410659,36131.64124,35169.34149
640643,12683.41974,35713.66066
169075,28098.85173,30143.99095
544318,34253.33042,41671.98832
682166,19106.17871,40568.45889
267211,23934.35519,34029.5739
651296,18327.92998,36248.72763
529653,40080.64971,37155.162
534076,33316.25063,37157.01459
735788,24552.264,47341.8893
579919,29510.07686,37008.67477
757468,23598.33326,47829.31462
469983,39473.41454,32578.52425
637007,4667.971187,29963.03941
650630,18718.10711,36911.5156
238965,28906.00738,30666.38427
637369,4686.946126,30245.32798
486669,42544.8959,36647.36663
187996,30096.88053,30885.7793
118424,22263.53606,30280.70459
208945,30838.60119,32526.10521
570120,29950.86475,36597.7354
544275,34721.18637,40540.20506
400320,35897.33199,34558.1657
126817,20677.29803,30986.42176
628461,12571.24923,34165.1415
126810,20679.00947,31020.72099
127365,20521.64045,30904.5222
269983,23671.71426,33898.48223
321102,30025.60479,34493.68237
514530,41049.85174,39320.80872
310094,29805.08346,35673.66558
768163,29117.71259,46682.93711
629877,10892.85672,32093.88425
49215,30242.69306,29945.16895
238858,28712.45864,31417.49518
308144,29484.32186,33486.8411
787059,28786.79439,40892.15439
689669,18145.52109,41016.78384
331038,31741.67061,33590.8468
120449,20375.64522,32878.56977
530941,33104.33179,39507.17245
556672,32249.19987,38016.29952
530614,33717.79063,39018.13352
417883,36800.38337,35943.14231
758266,24845.21849,49312.59381
530322,35084.60772,38792.42171
600212,17658.26001,35695.92492
596720,20656.17924,35722.35756
416206,35765.49991,35232.1422
79718,29271.29089,28569.17836
651288,19896.7542,36460.16748
545075,34975.34744,41474.14591
730580,23877.72563,45812.30519
259588,25859.73281,33725.6413
349314,33000.71785,34690.67155
415926,35804.27949,35079.48596
498823,43148.78549,36992.79065
307616,29141.9241,33364.8584
348188,32255.39188,34865.72674
428169,36727.66463,33117.27238
119756,23047.81508,29153.73884
410656,36260.17738,35100.29995
556126,31628.77984,36858.52602
556466,31502.13378,38350.07726
387418,32809.19125,32939.64078
728689,18242.50498,43475.05278
569951,28166.84872,39896.20603
409032,34307.41168,34785.34544
530019,34509.76774,38426.52144
529236,42098.47262,37462.84517
530940,33170.33739,39498.34546
533882,35808.68448,39597.06264
219110,30204.19028,32546.04661
348574,32713.22909,34645.77363
789828,28733.11572,41306.7475
368088,33564.72789,35183.05171
541333,34404.5239,41842.70147
138633,22932.40644,31253.41532
49321,30188.83948,29501.31924
648145,12741.8934,37111.93518
529602,38600.5529,36932.89003
730008,21752.94799,47002.20598
530144,33563.86601,37120.33796
569116,29740.00977,40911.47251
534072,33360.1764,37218.262
680306,17935.11329,40767.1857
640708,12529.4318,36025.81746
398623,33588.31222,32735.01375
329727,30075.83505,33883.46474
680465,17229.61263,39920.13033
529786,38499.84609,38755.59808
541208,35252.89941,40712.57054
79906,29374.76638,28508.87291
641561,15361.67532,37376.77383
677671,20131.63284,40066.04565
791470,33138.69815,42041.0614
468237,40878.96951,34031.79363
288656,24733.01041,35490.53967
574123,27354.99914,37798.66079
544809,35562.51491,40270.13307
198998,31090.94674,31710.23035
219268,29408.74742,32917.04794
90033,26760.80932,28537.99453
649821,15064.64258,36035.51112
650122,18388.40199,37127.78522
820297,36027.46238,42672.81963
90034,26793.8609,28444.65121
189646,30228.4932,31553.41568
752353,26440.7177,47977.40803
479246,38721.19349,35545.72756
510252,42383.44067,38911.49079
538420,33533.05468,35664.40179
298388,27226.25357,34834.53013
120367,21136.72441,32803.91106
530546,34505.87249,40099.49904
