postal_code,X_coord,Y_coord
88702,28004.17057,28441.99656
427396,35294.11248,32933.02227
738734,25641.62928,48128.04301
680506,17818.62632,41189.74594
79118,29435.12891,28482.59355
684805,18142.72742,39380.55878
138632,22909.84314,31278.98919
608531,17942.76807,35194.89517
600323,16388.97774,36723.89545
238882,27629.00285,31981.77052
787797,27386.44082,40555.30833
533971,34878.69154,39166.25441
140146,24787.65838,30700.05922
543309,33836.18,41446.15426
349488,32844.38922,34398.82523
59108,29031.25479,29617.94081
419718,35557.23932,33196.9043
408564,35004.99021,34285.19413
750467,25897.55132,48205.37447
319262,30771.75992,35856.12325
739211,22427.55893,47087.72009
49319,30153.46474,29678.64486
368858,33724.24358,34922.36951
420002,35283.54477,33091.3029
179094,29768.65001,30271.32424
159308,25523.73966,29642.50358
199591,31061.76292,31341.91339
143062,25513.79487,30760.40353
737917,22681.85767,45804.7171
761509,28691.03993,43946.46433
141087,25378.13002,30900.81834
287994,23541.4767,35662.89371
138946,23835.54314,30906.58354
680517,17937.30288,41443.40784
579667,27986.89397,37489.2252
69113,29264.42568,29050.76102
259335,NA,NA
311131,29120.85432,35623.39966
368026,33842.0845,35567.99844
528559,39192.83675,39326.95591
735780,24481.39584,47738.03546
38989,30854.578,30885.83169
573972,28072.3528,37893.37331
731012,21888.98305,46999.13178
308899,29065.13613,33344.31943
58357,29173.34539,29785.92531
534167,34098.29905,35694.66263
160022,27499.81277,30128.50879
637434,5622.931794,31064.71317
239693,28446.22606,31528.08598
520264,41112.8343,37212.1229
768162,29117.71259,46682.93711
650136,18155.28915,37001.40104
728869,18842.73408,45509.47402
760389,29636.10124,45700.10834
391010,33444.77723,32384.99124
39594,30699.5775,30374.6566
48619,29946.00998,29512.78079
787070,28330.04131,40630.57609
138679,22451.66093,31861.59161
48623,30093.27489,29677.26358
389466,33788.78077,32866.87731
159929,25830.26372,30387.44676
289843,25546.85024,35063.33224
400001,35695.14219,33657.23665
731890,23537.25053,46663.49589
138692,23916.57017,30962.10586
380051,33072.65807,33174.48087
417819,35836.75177,35399.84678
757022,26285.83561,47068.57904
308227,29851.75439,34095.48761
680508,17797.7027,41144.17452
169366,28303.72487,28785.4974
460219,39088.46306,34138.15502
618724,15878.24662,34965.34409
757044,26046.98254,47205.61627
218505,30273.77858,33212.47612
560429,30237.20911,39012.48131
309665,28494.88611,34163.71261
349245,32814.32609,33933.65883
408727,34399.06843,34892.81815
180231,30248.88398,31042.64191
308900,29063.5826,33384.73215
48621,30093.35234,29587.90983
319261,30723.86904,35871.81653
79716,29205.70701,28493.08398
530141,33635.88084,37243.40804
538807,35485.72225,39570.72172
133028,22327.21587,32002.0599
48616,29965.83094,29641.31202
218309,30250.04183,32576.61246
38987,30788.95613,30867.09205
650324,18463.65606,38246.9401
768070,27492.99333,46523.77282
640415,15943.38868,37214.22492
530456,34909.00402,39906.21904
238216,28472.23661,30290.44196
140154,24708.44228,30666.90572
200804,31057.53866,32243.71594
510481,41978.94466,39544.62796
518136,40407.65272,38963.43588
730573,24126.06236,45869.1001
659526,19046.20588,36062.48331
272005,23877.01255,32221.54207
189720,30841.84523,31190.60619
200809,31198.62784,32301.09345
458705,38828.99282,32614.08141
360083,33809.24259,34861.59585
68892,29822.97538,29239.05678
762334,29378.4907,46027.74468
520114,41034.06868,36221.83483
50531,29378.40489,29620.16899
338729,31347.60768,32641.93985
408652,35131.6287,34561.49061
640931,12020.59285,35975.66387
465458,40404.44658,33937.80709
49413,29772.42866,29832.55259
199018,31150.33358,31815.43662
768089,29117.71259,46682.93711
670175,20507.12235,40196.45744
569841,29408.36908,39327.28305
160053,28906.39264,30004.34891
279894,23293.96922,34991.30412
310011,30840.38147,35490.01116
188720,30219.79291,30952.73516
600330,16505.03548,36963.26511
117651,23124.58761,29181.41761
560555,30638.12553,39245.48906
460557,37901.72854,35006.46847
238875,27532.2641,32146.57427
471748,37757.27014,35400.11664
556124,31779.5058,36779.73528
209463,30101.39803,32022.39796
528687,38309.96522,36788.9892
238863,28069.3738,31868.9292
59763,29289.06307,29905.42539
319076,31115.85977,35188.25181
533979,33189.98707,40167.96985
408538,34914.30083,35147.85643
179433,29783.74492,30318.8662
209664,30094.55982,31944.35217
218089,30324.15477,32466.57208
218093,30332.59808,32479.98295
609653,17172.45151,35519.53147
600407,18574.71114,33461.88627
573960,28072.35311,37893.37279
560512,29762.475,39402.28566
760653,28706.46367,44982.45303
199001,31177.23713,31694.50171
659248,19076.81937,37441.00237
736688,25182.23545,47313.5579
520381,41983.17534,37346.38066
18982,30352.6021,29064.66665
650340,18676.55419,38354.9959
120417,21053.60428,32503.70164
569541,31253.96005,39385.1288
728664,19493.47557,43670.51143
69533,29788.89662,29268.26288
560414,30292.00878,38439.17364
350120,31346.40749,35293.20347
520832,39360.28368,36913.14247
59818,29473.43801,30138.74309
828680,36785.39811,42329.93731
640444,15321.76774,37117.99658
389729,34431.47957,33397.03975
567760,32129.64466,40003.97461
380101,33568.22178,33686.49998
128467,19670.77234,31539.45466
732782,24651.29015,47679.39636
418942,36770.68427,33598.79145
629668,9695.328341,33076.40773
319075,31003.88521,35188.20904
160113,27154.73584,29192.11898
636937,5870.70681,28078.17636
428766,35793.54574,31855.29466
640903,11611.80245,35765.16097
530942,33241.10134,39476.54147
461050,37915.61071,34613.41276
573971,28072.3528,37893.37331
49422,29743.95324,29868.47966
560461,30681.04009,38839.80113
68896,29683.95652,28914.92397
208787,30372.87499,31794.36079
278731,24553.09676,32432.96545
470767,39513.90033,35337.39539
461059,39949.99351,34033.49118
760734,27750.30376,45666.32943
787494,27457.19977,40628.99104
510103,41920.53944,38858.65145
169874,28779.61222,30009.0416
415979,35872.12415,35140.52189
670624,20045.08294,40909.38807
761342,29240.41016,45813.6799
168976,28916.59328,29605.80683
530554,34272.47223,40080.0195
160079,27719.83994,29442.7904
159471,25584.38081,29720.93211
101109,25342.52558,29267.32811
530240,34380.51794,37611.91817
419741,35942.42363,33277.52525
760349,29120.96976,45320.14342
79027,29129.85523,28563.01211
822170,37056.78192,41693.88082
768115,29676.24249,44356.74646
550255,32179.25107,37461.4207
228729,29738.38284,31922.43591
159456,25694.12286,29623.72545
760103,27507.48255,45899.06761
218107,30371.56039,32612.54936
760255,28820.26663,46224.92912
534972,33134.9504,36793.94767
288056,23293.34873,36693.38777
200002,30877.36301,32240.21233
529482,40108.08513,37290.13227
530435,34708.9246,39945.64791
68808,29791.79896,28882.06695
760435,29553.81987,44789.22255
440033,36777.09485,31665.95982
533470,35510.306,40049.48828
680503,17873.33198,41137.4431
658841,20059.14789,35655.21784
751352,26479.00316,48031.59114
207308,30196.47282,32203.74392
228095,29814.39144,31603.36615
89605,29024.65122,28991.03723
822163,36953.41494,41947.36771
239917,29033.10701,30506.52406
49909,30052.82875,29765.86363
408533,34751.30177,33329.75532
118259,23232.93958,30077.4631
600308,17011.92569,36604.20186
627546,13005.52817,32519.1443
680790,18697.80168,41980.54208
530371,34313.51982,38405.97995
109684,24631.68549,29380.81913
596743,20897.05743,36119.62303
417657,36920.84858,34579.00451
439871,35512.66966,31400.82672
824128,36751.97336,41652.95475
139965,23050.82944,30892.34297
310258,30727.729,35004.78052
228773,29017.65302,31490.56575
118222,22574.14862,30386.8595
640625,13029.1843,35964.40645
611338,15631.9844,35554.57855
339509,31399.15345,32571.87749
68900,29741.9877,29111.49167
550114,32247.89528,38986.2771
688195,17591.39867,39591.84644
79120,29332.3886,28409.51789
822677,36478.9458,43023.74046
160063,28021.99578,29590.74297
479264,38495.04743,35585.02615
650361,18832.67648,38088.69376
824618,36696.76698,42634.1515
409958,34443.00468,34138.06328
88830,29028.90763,29159.65929
486472,41677.25737,33876.05962
729938,19570.0332,43141.53858
760294,28417.06861,46462.12251
793470,33194.17128,42009.61042
98632,26324.23727,27487.51964
754115,27518.47882,47466.38188
541262,34857.70769,41937.48282
648339,13687.66946,35761.29317
520278,41111.8491,36546.33734
768102,27639.11045,46588.6228
318993,29890.55434,36147.9966
529776,38412.42858,36640.2141
79025,29180.76007,28548.6057
48693,29851.81114,29684.29059
408933,35220.99952,34168.08818
48424,29743.8147,29433.17644
650346,18790.06137,38280.83943
642651,12969.47967,35472.52689
218297,30273.45526,32551.10336
188216,30017.63725,31804.59376
217562,30292.67398,32775.30679
150165,26149.68741,29499.32764
828792,35100.23593,42617.65296
350113,31369.94745,35359.81476
169850,28300.21999,29422.63755
200808,31161.42882,32359.18818
207652,30573.10273,32328.58431
209452,30103.61991,32054.20785
391056,33555.27686,32503.11402
120701,19993.49918,32214.71758
69120,29364.18974,28973.2277
68805,29864.47021,28997.65421
339564,31238.27215,33021.10116
69541,29680.20112,29078.61807
68906,29677.95499,29010.83274
510138,42067.72507,38376.06241
439965,NA,NA
570270,28984.55229,37671.3762
520937,40054.70291,36596.68895
760605,28335.83693,44832.76417
649486,13543.24003,36767.68299
440071,36416.41296,31873.68358
627563,13130.89674,32598.58735
640850,12265.71999,36507.00785
249722,27233.83613,31888.57797
730518,23366.37245,46232.18844
729675,18383.81496,43384.66676
310107,29555.31578,35932.31645
320106,29277.40559,34530.68146
465560,40393.51094,34539.49813
469987,39775.99241,32674.58121
640491,16091.7265,36856.20352
159140,25728.97705,30251.10926
528828,39121.60695,37836.26604
588998,21908.78461,35644.6713
49383,29751.70369,29937.34389
608583,19098.28061,35428.70839
99254,26371.59925,27446.00198
69532,29741.14612,29286.40856
190009,31440.62503,31918.06837
670238,21027.30123,40196.31146
89747,28777.1004,29036.71338
79024,29187.82299,28577.81052
328958,30796.74805,34546.73025
419443,37332.4055,34096.54211
560622,28714.83026,40447.16957
650301,18591.18704,37650.35015
680664,18776.56842,42684.4666
787471,27250.5561,40533.80035
48695,29841.31323,29643.32436
49704,29914.3724,29428.93566
89844,28836.74658,29090.93257
179021,29336.9985,30366.09121
596230,20479.21914,37907.30287
736689,25268.25473,47249.11576
388563,33057.86381,32903.66895
669915,19848.91396,37734.01195
600056,17364.35177,33828.06168
300069,29914.12387,33468.50851
486116,43280.22521,35224.7546
641274,13564.21789,37152.50072
98207,28644.61737,24825.11365
457102,37689.55182,33088.6784
828774,35141.50962,42533.32312
806258,30372.10797,41433.68207
238869,27743.61453,32045.04919
555856,32774.18364,39719.44161
761426,29457.92778,44982.5682
368001,33799.64213,35488.75843
159545,26556.6841,29459.943
348578,32749.95635,34681.87374
416421,37020.50625,34188.50206
188727,30406.78691,31065.07872
39190,30999.73819,30664.43135
454852,37931.58767,33431.00799
539647,33401.40324,37580.2248
449291,38991.49675,32424.28145
532992,33381.17224,40642.09941
367956,33656.23657,35407.76185
50335,29097.23273,29408.57699
541117,35709.76405,40570.30412
415934,35712.12299,34994.18049
49705,29909.15962,29506.1981
670226,21217.00061,39692.2734
169074,28075.04212,29993.01452
248373,27300.61838,30606.54976
139935,23077.63716,30747.05295
159836,25818.62743,29545.92011
437844,35526.9921,31794.66241
310219,30510.01284,36101.58537
298192,28372.02688,35228.50804
570213,29650.89662,37695.39312
600132,17574.17891,35166.95528
440035,36814.61277,31745.734
737919,22792.4893,45814.39541
18981,30323.38542,29181.11448
556114,31339.04317,36940.07844
389799,33458.17678,32869.64038
48692,29858.24097,29712.24495
579819,30084.35661,36627.64238
644656,13143.77359,35301.043
429979,35852.31318,31833.3823
640852,12364.9346,36619.78245
518169,42092.98325,39771.75546
228208,27828.30989,32044.37654
150011,25289.4668,29893.64564
510625,40085.58152,40065.16858
437101,35004.01359,31859.35002
560563,30747.13674,39099.03121
510211,42226.41146,38803.29485
238832,29471.47213,31273.66396
219557,29978.83107,32179.87271
259805,27959.60447,33137.57527
652288,19836.94164,36466.66502
247966,26135.99983,30485.46545
536209,33773.66333,36163.81846
600112,17149.93961,35708.74932
238852,28594.41317,31568.97802
400321,35947.31306,34526.15119
732180,21882.81555,46749.1581
680471,17295.00646,40063.52224
459043,37648.35658,32654.13918
90040,26878.90134,28287.79662
149053,24670.01233,30001.27311
211671,30086.33371,32348.26843
389687,34248.25645,33007.94082
98621,29446.8922,25849.538
48421,29489.54003,29621.12564
751592,27306.59764,48063.02502
380019,32479.56053,33038.94162
200633,30406.62585,32003.94088
752354,26371.06974,48003.27435
448909,38215.19543,32224.38887
608550,17996.75208,35028.09504
670423,20865.66226,40815.77286
179805,29836.51043,30482.34176
528840,40122.08122,35763.84416
639129,7119.754235,34636.93077
49315,30076.54329,29515.73639
328823,30311.70255,34237.76901
823661,37366.02527,42659.63659
530108,34318.37069,37208.45823
731572,23129.73027,45843.5525
521879,38659.47274,37110.27371
190006,31461.22061,31814.38472
188735,30485.90572,31173.33743
759154,27014.8966,45217.37314
338730,31233.41838,32685.68728
821204,35744.68979,42295.42543
545523,32849.78831,37414.16538
142043,24133.90195,31230.4006
628877,12165.64163,35077.63141
640488,16078.38888,36800.40601
648202,12873.9254,35941.44086
217973,30058.4516,32058.30805
541123,35743.58214,40887.07179
89594,29050.96826,29083.6194
338794,30859.68288,33076.74288
767997,29364.67464,44468.83495
190013,31306.37045,31821.0142
534818,33967.19022,35437.45922
150123,24739.2066,29919.01856
528836,40049.01616,35889.50563
468708,39382.61213,32820.33214
518207,40240.32589,39449.71813
828711,36336.01069,42508.63801
737710,25492.83263,47238.26211
524201,41384.46899,37152.14359
822666,37120.98225,42629.23507
718860,14328.1772,46495.07781
69535,29745.41557,29186.132
589473,22380.12467,35435.42004
576147,29003.79137,37153.29262
159418,25254.22924,29792.81966
218105,30362.90378,32524.63428
627605,12917.79936,34980.3768
760283,28663.63611,46797.76757
249222,27342.16809,31019.09584
349315,33030.12949,34639.18326
307684,29172.1136,33580.81771
179803,29972.71845,30395.08921
148954,24922.45878,30598.46927
408733,34344.02244,35000.06074
762424,29694.13047,45000.78335
188719,30306.90159,30897.93988
787502,27537.53194,41016.82846
787602,27492.0486,40889.33466
528570,38517.16355,37182.61231
530955,32993.89118,39793.79473
680810,18300.42373,39561.67099
460181,40014.1281,34323.97765
739019,24350.18592,45944.64239
570443,27940.91481,37891.12073
680412,17879.8587,40419.20807
528585,38423.47754,36990.62633
159919,27114.13621,30380.35579
388386,33294.39657,33171.42065
821167,37101.96348,41756.96562
428127,35620.64248,32761.88291
659578,19516.63418,35718.76142
648322,15311.3646,36166.89539
768127,27044.0418,47319.32222
276692,21905.28436,33334.11763
488883,42181.23253,36550.03451
380011,32184.01334,32947.46127
460427,38507.49523,34591.82503
520342,42298.33948,37028.7211
828746,36774.60573,41427.4761
437051,34950.8483,32029.689
560178,28413.94671,39797.96784
760101,27371.14429,45806.8931
627564,13480.9023,32767.96523
149544,23950.02093,31848.81982
730370,22888.5886,46028.86214
79117,29486.37718,28577.97775
609148,16730.48274,31714.4988
188967,30302.72083,31250.65945
768091,29244.0876,46609.20887
530611,33723.17906,39110.10009
574370,28095.71699,37341.6386
819461,45883.80386,39612.95019
437885,34207.99343,31006.07852
188979,30111.6599,31418.7253
609970,18937.04164,34592.03591
628467,12693.12445,34271.62923
153075,26103.30741,30159.15564
575722,28594.65329,37955.78631
627615,12810.7353,33110.75126
259856,27552.08309,33030.41743
733571,23171.26197,45789.2442
408734,34550.37805,34931.26679
510129,41611.07488,38728.5566
68815,29746.09521,28936.59294
521878,38720.16468,37085.83667
387580,34196.58361,33153.33662
761269,28858.42999,46510.88487
520263,41112.67817,37267.53922
730772,24090.21478,47653.29873
320078,30473.13669,34123.60445
628562,12621.05102,32668.6718
163021,27161.33214,29723.86383
188976,30123.93993,31308.62291
730748,23781.85301,47443.32791
528833,41324.8996,36093.9016
570136,30050.15418,36253.04778
760835,28010.77271,44101.22665
652449,17735.0142,37120.66464
398074,34248.53019,32721.11517
542224,35183.8437,41127.01336
669569,20182.2015,37661.8973
138589,23364.27627,32000.22061
757440,25891.29408,49304.50411
48423,29515.79085,29548.90868
417800,36622.7742,35760.31491
238845,28663.26251,31527.8517
49847,29770.44366,29976.78111
729504,18128.6562,43206.18769
457269,38354.37634,32853.57771
408653,34972.6417,34497.68761
537643,34069.52349,37488.77203
530304,34925.32373,38865.37754
543180,36495.85597,41268.56347
672633,19676.89265,40790.67547
408791,34961.01561,35259.22339
399948,34267.0417,32144.43517
807585,31373.56411,40278.17243
560467,30613.60208,38603.53536
822196,36198.70035,42320.74281
730760,23907.35508,47607.90762
577182,28902.71432,36831.51865
530832,34285.58907,39183.35591
804822,32428.08123,40275.28383
348509,32357.95954,34620.9458
600216,17370.85224,35744.23859
570255,29048.8522,38191.80715
639577,7993.169503,33341.96552
689879,18739.86903,40626.0219
469972,39667.36915,32750.19662
534206,35514.36929,39427.00761
521872,38882.26,37512.32188
59817,29473.21254,30141.43606
417896,37039.43766,35930.24449
189650,30157.00031,31620.97109
387386,33348.85672,33494.85098
458970,37535.89074,32287.8153
680229,18323.4143,40291.36945
768088,29304.14657,44363.75716
417841,35270.65899,35561.9525
159092,25753.57,30292.5381
757048,23967.33551,47781.61056
542272,34746.28833,40745.36487
542334,34304.45519,42260.38433
310186,29880.02223,34983.62631
408705,34653.23605,34506.96974
577177,28853.36537,36780.68082
650102,18431.92874,36606.58634
819466,46087.8177,39609.24306
541334,34243.98073,42252.05207
680141,19014.80124,40264.57084
822308,35374.07262,43289.31741
534051,33204.12554,36987.28729
809683,30082.93338,41191.87463
400316,35731.09605,34627.19556
369551,34008.20394,35395.67594
550543,32222.77449,39598.98832
38988,30916.5786,30829.553
408702,34783.98898,34721.7686
768804,28307.74882,45390.7141
556132,32205.43569,36729.2326
329134,29663.69353,34358.72944
138522,23004.67733,31370.11577
757516,23412.93544,48188.43263
575585,28343.7298,37218.31434
307640,29103.15499,33423.72891
659245,19007.20939,37535.94513
276559,23446.90523,34007.31906
588177,21673.18023,36060.8183
287692,25130.26166,34585.14014
428084,36659.16567,33023.20596
573893,27661.18483,37765.00891
88859,28867.88468,28999.51823
288383,25700.33661,34314.36415
751593,27397.83757,48130.2289
238874,28151.08249,31640.966
58455,29236.6605,29507.47254
268802,23813.47739,34786.81892
560319,29564.9495,38571.10512
757093,26465.0893,47301.40321
797523,31408.51488,44630.51825
307591,29147.42394,33309.27116
588182,21375.64065,36341.59862
457719,37745.56276,32328.23148
534626,33064.72771,37286.60278
50032,29030.58238,29698.65838
560474,30748.45675,38312.36871
387298,32925.25405,33123.6371
682803,17989.51131,39535.65905
542287,34984.15588,42298.20506
208563,31172.1696,32448.08591
68809,29679.40246,28827.56391
419537,36156.7584,34497.75771
310051,30135.5177,35550.81358
542299,35552.829,42079.83393
189702,30619.65861,30983.76281
339172,31860.74873,32867.20959
570291,29317.64016,37555.17447
398007,33336.6379,32198.42641
58415,29623.23632,30124.72741
460520,38552.01187,34741.73706
259848,27476.2048,33023.0851
118652,21842.62591,30070.80009
470128,36683.42401,35060.29115
820115,36228.51976,41891.87133
287303,25301.7852,34532.57454
81007,29090.56884,28842.97679
679043,20911.05495,38593.35693
310124,29258.54004,35646.49861
560410,30373.37796,38307.67375
640518,15163.9051,36358.68535
387972,34052.27083,32989.24108
79333,29222.58292,28707.00562
347719,32990.33787,34742.8284
48580,30010.5902,29361.83892
68737,29660.54267,29264.31218
416621,37380.91382,34490.55483
530241,34512.83371,37621.43318
573970,28051.23371,37902.17633
164002,27982.69507,29883.4285
828684,37282.82664,42533.49026
247979,26048.06398,31228.48512
609259,19067.84367,31535.04404
307857,29621.77831,33400.56049
238859,28213.87091,31784.60781
